"","TYPEQU","lambert_x","lambert_y","DEPCOM"
"2484","D301",352951.64,6789146.67,35238
"2485","D301",351770.89,6789282.97,35238
"2486","D301",351862.72,6790111.65,35238
"2494","D201",351686.16,6788678.07,35238
"2497","D201",349957.33,6790787.02,35238
"2500","D201",349487.51,6788283.05,35238
"2501","D201",353239.35,6791203.92,35238
"2503","D201",349854.22,6790333.42,35238
"2511","D201",353855.64,6792013.78,35238
"2516","D201",351788.85,6788429.65,35238
"2517","D201",353025.78,6792047.84,35238
"2519","D201",353648.87,6791322.31,35238
"2522","D201",351300.66,6790156.21,35238
"2523","D201",351300.66,6790156.21,35238
"2524","D201",349854.22,6790333.42,35238
"2525","D201",351686.16,6788678.07,35238
"2526","D201",351551.59,6788864.29,35238
"2528","D201",351686.16,6788678.07,35238
"2532","D201",350684.21,6788698.04,35238
"2533","D201",351551.59,6788864.29,35238
"2537","D201",350607.26,6786550.03,35238
"2543","D201",350607.26,6786550.03,35238
"2546","D201",349854.22,6790333.42,35238
"2547","D201",351686.16,6788678.07,35238
"2555","D201",353660.22,6792105.34,35238
"2556","D201",351388.75,6787496.65,35238
"2559","D201",351300.66,6790156.21,35238
"2562","D201",351300.66,6790156.21,35238
"2569","D201",351300.66,6790156.21,35238
"2572","D201",353239.35,6791203.92,35238
"2579","D201",351523.1,6790461.44,35238
"2583","D201",350425.97,6791436,35238
"2588","D201",350087.01,6790535.88,35238
"2589","D201",352079.22,6786795.59,35238
"2593","D201",351388.75,6787496.65,35238
"2594","D201",352811.25,6786387.15,35238
"2603","D201",353239.35,6791203.92,35238
"2612","D201",349628.44,6788374.34,35238
"2616","D201",352650.34,6788752.9,35238
"2623","D201",352650.34,6788752.9,35238
"2631","D201",350813.15,6791883.89,35238
"2632","D201",351835.39,6788812.76,35238
"2636","D201",351835.39,6788812.76,35238
"2641","D201",349487.51,6788283.05,35238
"2642","D201",351401.98,6789080.12,35238
"2645","D201",350008.95,6789143.96,35238
"2650","D201",349468.64,6790435.5,35238
"2653","D201",349628.44,6788374.34,35238
"2655","D201",349536.69,6790580.09,35238
"2656","D201",353763.81,6789589.84,35238
"2658","D201",352329.05,6786534.23,35238
"2672","D201",351388.75,6787496.65,35238
"2680","D201",355393.65,6791230.8,35238
"2681","D201",349468.64,6790435.5,35238
"2686","D201",351990.66,6788708.56,35238
"2687","D201",351858.98,6789358.2,35238
"2695","D201",351388.75,6787496.65,35238
"2696","D201",351648.47,6789030.64,35238
"2698","D201",352650.34,6788752.9,35238
"2701","D201",353543.38,6789777.4,35238
"2711","D201",349854.22,6790333.42,35238
"2722","B302",352027.44,6788681.28,35238
"2760","B302",351737.55,6789199.8,35238
"2761","B302",351895.92,6789421.6,35238
"2762","B302",351894.53,6789393.63,35238
"2763","B302",352042.04,6789893.29,35238
"2764","B302",352034.29,6788858.36,35238
"2765","B302",352033.6,6788842.62,35238
"2766","B302",352027.44,6788681.28,35238
"2767","B302",352036.6,6788621,35238
"2768","B302",351902.45,6789369.84,35238
"2769","B302",351543.92,6786114.93,35238
"2770","B302",351776.39,6786095.29,35238
"2771","B302",351921.75,6789265.75,35238
"2772","B302",350777.04,6789410.5,35238
"2773","B302",352064.82,6789224.36,35238
"2774","B302",351917.8,6789428.67,35238
"2775","B302",352986.45,6790496.72,35238
"2776","B302",351953.91,6789460.6,35238
"2777","B302",351827.87,6789556.57,35238
"2778","B302",355280.96,6786860.4,35238
"2779","B302",351971.63,6789645.83,35238
"2780","B302",351997.77,6789423.52,35238
"2781","B302",352010,6789422.92,35238
"2782","B302",351941.72,6789593.11,35238
"2783","B302",352110.87,6788999.82,35238
"2784","B302",352253.72,6789418.93,35238
